is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Personalize	-	3957	personalize	V	VT	/ˈpɜːsənəlaɪz/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	개인화하다	to make personal	from personal + -ize	personalize	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	36	2급	중급	customize	-	customize, tailor	generalize	personalize account	personalize	neutral	action	personalizing	Global	current	기술 표현	기본 동사	-	기술 교육	Personalize your profile.	She personalized it.	I want to personalize.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	3956
☐	Automate	-	3958	automate	V	VT	/ˈɔːtəmeɪt/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	자동화하다	to make automatic	from automatic + -ate	automate	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	34	1급	고급	mechanize	-	mechanize, streamline	manual	automate process	automate	neutral	action	automating	Global	current	기술 표현	확장 동사	-	기술 교육	Automate the task.	She automated it.	I want to automate.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	3957
☐	Synchronize	-	3959	synchronize	V	VT	/ˈsɪŋkrənaɪz/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	동기화하다	to make happen together	from Greek synchronos	synchronize	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	34	1급	고급	coordinate	-	coordinate, sync	desync	synchronize data	synchronize	neutral	action	synchronizing	Global	current	기술 표현	확장 동사	-	기술 교육	Synchronize your devices.	She synchronized them.	I need to synchronize.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	3958
☐	Compress	-	3963	compress	V	VT	/kəmˈpres/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	압축하다	to reduce size	from Latin compressus	compress	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	36	2급	중급	squeeze	-	squeeze, compact	expand	compress file	compress	neutral	action	compressing	Global	current	기술 표현	기본 동사	-	기술 교육	Compress the folder.	She compressed it.	I need to compress.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	3962
☐	Extract	-	3964	extract	V	VT	/ɪkˈstrækt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	추출하다	to take out	from Latin extractus	extract	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	remove	-	remove, retrieve	insert	extract data	extract	neutral	action	extracting	Global	current	기술 표현	기본 동사	-	기술 교육	Extract the file.	She extracted it.	I need to extract.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	3963
☐	Decrypt	-	3966	decrypt	V	VT	/diːˈkrɪpt/	4th-1000	4th-1000	Tier-3	Level-5	C1	저빈도	복호화하다	to decode data	prefix de- + encrypt	decrypt	compound	고등	고2-고3	미포함	미포함	3	4.0	800L-1000L	Yes	30	1급	고급	decode	-	decode, decipher	encrypt	decrypt message	decrypt	neutral	action	decrypting	Global	current	보안 표현	확장 동사	-	기술 교육	Decrypt the file.	She decrypted it.	I need to decrypt.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	3965
☐	Trace	-	3972	trace	V	VT	/treɪs/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	추적하다	to follow path	from Old French tracier	trace	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	track	-	track, follow	lose	trace origin	trace	neutral	action	tracing	Global	current	탐구 표현	기본 동사	-	탐구 교육	Trace the source.	She traced it back.	I need to trace.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	3971
☐	Match	-	3980	match	V	VT	/mætʃ/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	일치시키다	to find similarity	from Old English maecca	match	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	44	4급	초급	pair	-	pair, fit	mismatch	match colors	match	neutral	action	matching	Global	current	정리 표현	필수 동사	-	분석 교육	Match the pairs.	She matched them.	I need to match.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	3979
☐	Presume	-	4009	presume	V	VT	/prɪˈzjuːm/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	추정하다	to assume likely true	from Latin praesumere	presume	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	assume	-	assume, suppose	prove	presume innocent	presume	neutral	cognition	presuming	Global	current	추정 표현	확장 동사	-	법률 교육	I presume you know.	She presumed so.	I presume correctly.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4008
☐	Query	-	4022	query	V	VT	/ˈkwɪəri/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	질의하다	to ask question	from Latin quaerere	query	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	ask	-	ask, question	answer	query database	query	neutral	communication	querying	Global	current	질의 표현	확장 동사	-	기술 교육	Query the system.	She queried the data.	I need to query.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4021
☐	Interview	-	4023	interview	V	VT	/ˈɪntəvjuː/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	면접하다	to formally question	from French entrevue	interview	simple	중등	중1-중2	포함	포함	4	3.0	400L-600L	Yes	42	3급	초급	question	-	question, examine	-	interview candidate	interview	neutral	communication	interviewing	Global	current	면접 표현	기본 동사	-	비즈니스 교육	Interview the applicant.	She interviewed well.	I will interview.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4022
☐	Consult	-	4024	consult	V	VT	/kənˈsʌlt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	상담하다	to seek advice	from Latin consultare	consult	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	advise	-	advise, ask	ignore	consult doctor	consult	neutral	communication	consulting	Global	current	상담 표현	기본 동사	-	의료 교육	Consult an expert.	She consulted him.	I will consult.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4023
☐	Counsel	-	4026	counsel	V	VT	/ˈkaʊnsəl/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	상담하다	to give professional advice	from Latin consilium	counsel	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	advise	-	advise, guide	mislead	counsel student	counsel	neutral	communication	counseling	Global	current	상담 표현	확장 동사	-	상담 교육	Counsel the patient.	She counseled him.	I will counsel.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4025
☐	Specify	-	4034	specify	V	VT	/ˈspesɪfaɪ/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	명시하다	to state precisely	from Latin specificare	specify	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	detail	-	detail, define	generalize	specify requirements	specify	neutral	communication	specifying	Global	current	명시 표현	기본 동사	-	비즈니스 교육	Specify the details.	She specified it.	I need to specify.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4033
☐	Signal	-	4038	signal	V	VT	/ˈsɪɡnəl/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	신호보내다	to communicate by signal	from Latin signalis	signal	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	indicate	-	indicate, gesture	-	signal turn	signal	neutral	action	signaling	Global	current	신호 표현	기본 동사	-	교통 교육	Signal before turning.	She signaled left.	I will signal.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4037
☐	Nod	-	4041	nod	V	VI	/nɒd/	2nd-1000	2nd-1000	Tier-2	Level-2	A2	고빈도	끄덕이다	to move head up and down	origin uncertain	nod	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	44	4급	초급	agree	-	agree, gesture	shake	nod yes	nod	neutral	action	nodding	Global	current	몸짓 표현	기본 동사	-	소통 교육	Nod if you agree.	She nodded slowly.	I nodded in approval.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4040
☐	Witness	-	4060	witness	V	VT	/ˈwɪtnɪs/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	목격하다	to see event happen	from Old English witnes	witness	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	see	-	see, observe	miss	witness accident	witness	neutral	action	witnessing	Global	current	목격 표현	기본 동사	-	법률 교육	Witness the event.	She witnessed it.	I witnessed everything.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4059
☐	Gulp	-	4070	gulp	V	VT	/ɡʌlp/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	꿀꺽삼키다	to swallow quickly	imitative origin	gulp	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	swallow	-	swallow, drink	sip	gulp water	gulp	neutral	action	gulping	Global	current	음료 표현	기본 동사	-	일상 교육	Gulp it down.	She gulped air.	I gulped my drink.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4069
☐	Feed	-	4073	feed	V	VT	/fiːd/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	먹이다	to give food to	from Old English fedan	feed	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	nourish	-	nourish, supply	starve	feed baby	feed	neutral	action	feeding	Global	current	돌봄 표현	필수 동사	-	일상 교육	Feed the cat.	She fed the birds.	I feed my dog.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4072
☐	Digest	-	4074	digest	V	VT	/daɪˈdʒest/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	소화하다	to break down food	from Latin digestus	digest	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	absorb	-	absorb, process	-	digest food	digest	neutral	process	digesting	Global	current	생리 표현	기본 동사	-	과학 교육	Digest the meal.	She digested easily.	I can't digest this.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4073
☐	Awaken	-	4083	awaken	V	VT	/əˈweɪkən/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	깨우다	to cause to wake	from Old English awæcnan	awaken	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	wake	-	wake, rouse	lull	awaken gently	awaken	neutral	action	awakening	Global	current	수면 표현	기본 동사	-	문학 교육	Awaken the spirit.	She awakened early.	I awakened refreshed.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4082
☐	Act	-	4092	act	V	VI	/ækt/	1st-1000	1st-1000	Tier-1	Level-2	A2	최고빈도	연기하다	to play a role	from Latin actus	act	simple	초등	초3-초5	포함	포함	3	2.5	200L-400L	Yes	46	4급	초급	perform	-	perform, pretend	-	act in movie	act	neutral	action	acting	Global	current	공연 표현	필수 동사	-	예술 교육	Act naturally.	She acted well.	I want to act.	TRUE	TRUE	TRUE	9	2026-01-18	3.3	완료	A++	LLM	4091
☐	Dance	-	4094	dance	V	VI	/dɑːns/	1st-1000	1st-1000	Tier-1	Level-1	A1	최고빈도	춤추다	to move rhythmically	from Old French dancier	dance	simple	초등	초1-초2	포함	포함	3	2.0	100L-200L	Yes	48	5급	입문	move	-	move, sway	-	dance together	dance	neutral	action	dancing	Global	current	예술 표현	필수 동사	-	예술 교육	Let's dance.	She danced gracefully.	I love to dance.	TRUE	TRUE	TRUE	9	2026-01-18	3.4	완료	A++	LLM	4093
☐	Craft	-	4102	craft	V	VT	/krɑːft/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	공들여만들다	to make skillfully	from Old English cræft	craft	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	make	-	make, create	destroy	craft jewelry	craft	neutral	action	crafting	Global	current	공예 표현	기본 동사	-	예술 교육	Craft something unique.	She crafted a gift.	I like to craft.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4101
☐	Conserve	-	4115	conserve	V	VT	/kənˈsɜːv/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	보전하다	to protect from loss	from Latin conservare	conserve	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	36	1급	고급	preserve	-	preserve, protect	waste	conserve energy	conserve	neutral	action	conserving	Global	current	환경 표현	확장 동사	-	환경 교육	Conserve water.	She conserved energy.	I conserve resources.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4114
☐	Cater	-	4122	cater	V	VI	/ˈkeɪtə/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	음식제공하다	to provide food service	from Old French acatour	cater	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	serve	-	serve, provide	-	cater event	cater	neutral	action	catering	Global	current	서비스 표현	확장 동사	-	비즈니스 교육	Cater the wedding.	She catered the party.	I will cater.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4121
☐	Host	-	4123	host	V	VT	/həʊst/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	주최하다	to entertain guests	from Old French hoste	host	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	entertain	-	entertain, organize	attend	host party	host	neutral	action	hosting	Global	current	행사 표현	기본 동사	-	비즈니스 교육	Host the event.	She hosted beautifully.	I will host dinner.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4122
☐	Profit	-	4150	profit	V	VI	/ˈprɒfɪt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	이익얻다	to gain financially	from Old French profit	profit	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	40	2급	중급	gain	-	gain, benefit	lose	profit from	profit	neutral	action	profiting	Global	current	금융 표현	기본 동사	-	경제 교육	Profit from the deal.	She profited greatly.	I hope to profit.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4149
☐	Accumulate	-	4164	accumulate	V	VT	/əˈkjuːmjuleɪt/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	축적하다	to collect over time	from Latin accumulare	accumulate	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	36	1급	고급	collect	-	collect, amass	disperse	accumulate wealth	accumulate	neutral	action	accumulating	Global	current	축적 표현	확장 동사	-	경제 교육	Accumulate savings.	She accumulated debt.	I accumulate points.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4163
☐	Nominate	-	4174	nominate	V	VT	/ˈnɒmɪneɪt/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	지명하다	to propose for position	from Latin nominare	nominate	simple	중등	중3-고1	포함	포함	4	3.5	600L-800L	Yes	36	2급	중급	propose	-	propose, recommend	reject	nominate candidate	nominate	neutral	action	nominating	Global	current	선거 표현	기본 동사	-	정치 교육	Nominate a candidate.	She was nominated.	I nominate her.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4173
☐	Elect	-	4175	elect	V	VT	/ɪˈlekt/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	선출하다	to choose by vote	from Latin electus	elect	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	choose	-	choose, vote	reject	elect president	elect	neutral	action	electing	Global	current	선거 표현	기본 동사	-	정치 교육	Elect the leader.	They elected her.	I will elect.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4174
☐	Vote	-	4176	vote	V	VI	/vəʊt/	1st-1000	1st-1000	Tier-1	Level-3	B1	최고빈도	투표하다	to cast ballot	from Latin votum	vote	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	44	3급	초급	elect	-	elect, choose	abstain	vote yes	vote	neutral	action	voting	Global	current	선거 표현	필수 동사	-	정치 교육	Vote for change.	She voted yesterday.	I vote every year.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4175
☐	Advocate	-	4178	advocate	V	VT	/ˈædvəkeɪt/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	옹호하다	to support publicly	from Latin advocare	advocate	simple	고등	고2-고3	포함	포함	4	4.0	800L-1000L	Yes	36	1급	고급	support	-	support, promote	oppose	advocate change	advocate	neutral	action	advocating	Global	current	옹호 표현	확장 동사	-	사회 교육	Advocate for rights.	She advocated reform.	I advocate for it.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4177
☐	Protest	-	4179	protest	V	VI	/prəˈtest/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	항의하다	to express objection	from Latin protestari	protest	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	object	-	object, oppose	accept	protest decision	protest	neutral	action	protesting	Global	current	항의 표현	기본 동사	-	사회 교육	Protest peacefully.	They protested loudly.	I will protest.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4178
☐	Rally	-	4181	rally	V	VI	/ˈræli/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	집회하다	to come together	from French rallier	rally	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	gather	-	gather, unite	scatter	rally support	rally	neutral	action	rallying	Global	current	집회 표현	기본 동사	-	정치 교육	Rally for the cause.	They rallied together.	I will rally.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4180
☐	Rebel	-	4182	rebel	V	VI	/rɪˈbel/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	반란하다	to resist authority	from Latin rebellare	rebel	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	resist	-	resist, revolt	submit	rebel against	rebel	neutral	action	rebelling	Global	current	저항 표현	기본 동사	-	역사 교육	Rebel against injustice.	They rebelled openly.	I will rebel.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4181
☐	Battle	-	4188	battle	V	VI	/ˈbætl/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	전투하다	to fight in war	from Old French bataille	battle	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	fight	-	fight, combat	surrender	battle disease	battle	neutral	action	battling	Global	current	전투 표현	기본 동사	-	역사 교육	Battle the enemy.	They battled for hours.	I battle daily.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4187
☐	Wade	-	4236	wade	V	VI	/weɪd/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	걸어서건너다	to walk through water	from Old English wadan	wade	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	walk	-	walk, trudge	-	wade across	wade	neutral	action	wading	Global	current	이동 표현	기본 동사	-	자연 교육	Wade through the river.	She waded in.	I waded through.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4235
☐	Ascend	-	4238	ascend	V	VI	/əˈsend/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	오르다	to go up	from Latin ascendere	ascend	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	climb	-	climb, rise	descend	ascend stairs	ascend	neutral	action	ascending	Global	current	이동 표현	확장 동사	-	문학 교육	Ascend the throne.	She ascended slowly.	I ascended the hill.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4237
☐	Spring	-	4247	spring	V	VI	/sprɪŋ/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	튀어오르다	to jump suddenly	from Old English springan	spring	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	jump	-	jump, leap	-	spring forward	spring	neutral	action	springing	Global	current	동작 표현	기본 동사	-	체육 교육	Spring into action.	She sprang up.	I sprang to my feet.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4246
☐	Hasten	-	4255	hasten	V	VI	/ˈheɪsən/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	서두르다	to speed up	from Old French haster	hasten	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	hurry	-	hurry, rush	delay	hasten the process	hasten	neutral	action	hastening	Global	current	이동 표현	확장 동사	-	문학 교육	Hasten your steps.	She hastened away.	I hastened to add.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4254
☐	Roam	-	4258	roam	V	VI	/rəʊm/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	돌아다니다	to travel freely	origin uncertain	roam	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	wander	-	wander, travel	stay	roam freely	roam	neutral	action	roaming	Global	current	이동 표현	기본 동사	-	여행 교육	Roam the world.	She roamed around.	I roamed the city.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4257
☐	March	-	4259	march	V	VI	/mɑːtʃ/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	행진하다	to walk in formation	from Old French marchier	march	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	parade	-	parade, walk	-	march forward	march	neutral	action	marching	Global	current	군사 표현	기본 동사	-	역사 교육	March in line.	They marched together.	I marched to the beat.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4258
☐	Tiptoe	-	4263	tiptoe	V	VI	/ˈtɪptəʊ/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	발끝으로걷다	to walk on toes	compound word	tiptoe	compound	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	creep	-	creep, sneak	stomp	tiptoe quietly	tiptoe	neutral	action	tiptoeing	Global	current	이동 표현	기본 동사	-	일상 교육	Tiptoe past.	She tiptoed upstairs.	I tiptoed in.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4262
☐	Stomp	-	4264	stomp	V	VI	/stɒmp/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	쿵쿵밟다	to walk heavily	variant of stamp	stomp	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	stamp	-	stamp, trample	tiptoe	stomp loudly	stomp	neutral	action	stomping	Global	current	동작 표현	기본 동사	-	표현 교육	Stomp your feet.	She stomped away.	I stomped in anger.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4263
☐	Pace	-	4266	pace	V	VI	/peɪs/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	서성이다	to walk back and forth	from Latin passus	pace	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	38	2급	중급	walk	-	walk, stride	-	pace nervously	pace	neutral	action	pacing	Global	current	동작 표현	기본 동사	-	표현 교육	Pace yourself.	She paced the room.	I paced back and forth.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4265
☐	Recline	-	4274	recline	V	VI	/rɪˈklaɪn/	4th-1000	4th-1000	Tier-3	Level-5	C1	저빈도	뒤로젖히다	to lean back	from Latin reclinare	recline	simple	고등	고2-고3	미포함	미포함	3	4.0	800L-1000L	Yes	30	1급	고급	lean	-	lean, lie	sit up	recline seat	recline	neutral	action	reclining	Global	current	자세 표현	확장 동사	-	여행 교육	Recline the chair.	She reclined comfortably.	I reclined and relaxed.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4273
☐	Curtsy	-	4276	curtsy	V	VI	/ˈkɜːtsi/	4th-1000	4th-1000	Tier-3	Level-5	C1	저빈도	인사하다	to bow by bending knees	from courtesy	curtsy	simple	고등	고2-고3	미포함	미포함	3	4.0	800L-1000L	Yes	28	1급	고급	bow	-	bow, greet	-	curtsy politely	curtsy	neutral	action	curtsying	Global	current	예절 표현	확장 동사	-	문화 교육	Curtsy to the queen.	She curtsied gracefully.	I curtsied awkwardly.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4275
☐	Journey	-	4287	journey	V	VI	/ˈdʒɜːni/	2nd-1000	2nd-1000	Tier-2	Level-4	B2	고빈도	여행하다	to travel	from Old French journee	journey	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	40	2급	중급	travel	-	travel, trek	stay	journey far	journey	neutral	action	journeying	Global	current	여행 표현	기본 동사	-	문학 교육	Journey across.	She journeyed alone.	I journeyed home.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4286
☐	Tour	-	4288	tour	V	VT	/tʊə/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	관광하다	to travel around	from Old French tour	tour	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	visit	-	visit, explore	-	tour Europe	tour	neutral	action	touring	Global	current	여행 표현	기본 동사	-	여행 교육	Tour the city.	She toured the castle.	I want to tour.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4287
☐	Commute	-	4289	commute	V	VI	/kəˈmjuːt/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	통근하다	to travel to work	from Latin commutare	commute	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	travel	-	travel, drive	-	commute daily	commute	neutral	action	commuting	Global	current	출퇴근 표현	기본 동사	-	직장 교육	Commute by train.	She commutes to work.	I commute an hour.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4288
☐	Cruise	-	4296	cruise	V	VI	/kruːz/	3rd-1000	3rd-1000	Tier-2	Level-4	B2	중빈도	순항하다	to travel by sea	from Dutch kruisen	cruise	simple	중등	중3-고1	포함	포함	3	3.5	600L-800L	Yes	36	2급	중급	sail	-	sail, voyage	-	cruise around	cruise	neutral	action	cruising	Global	current	여행 표현	기본 동사	-	여행 교육	Cruise the Caribbean.	They cruised for a week.	I want to cruise.	TRUE	TRUE	TRUE	7	2026-01-18	3.1	완료	A+	LLM	4295
☐	Board	-	4297	board	V	VT	/bɔːd/	2nd-1000	2nd-1000	Tier-2	Level-3	B1	고빈도	탑승하다	to get on vehicle	from Old English bord	board	simple	중등	중1-중2	포함	포함	3	3.0	400L-600L	Yes	42	3급	초급	enter	-	enter, embark	exit	board plane	board	neutral	action	boarding	Global	current	교통 표현	기본 동사	-	여행 교육	Board the flight.	She boarded early.	I boarded the train.	TRUE	TRUE	TRUE	8	2026-01-18	3.2	완료	A+	LLM	4296
☐	Embark	-	4298	embark	V	VI	/ɪmˈbɑːk/	3rd-1000	3rd-1000	Tier-2	Level-5	C1	중빈도	탑승하다	to begin journey	from Old French embarquer	embark	simple	고등	고2-고3	포함	포함	3	4.0	800L-1000L	Yes	34	1급	고급	board	-	board, start	disembark	embark on	embark	neutral	action	embarking	Global	current	여행 표현	확장 동사	-	비즈니스 교육	Embark on adventure.	She embarked early.	I embarked on the journey.	TRUE	TRUE	TRUE	6	2026-01-18	3.0	완료	A	LLM	4297
